order_id,order_number,customer_id,channel_id,order_date,status,currency,subtotal,discount_total,tax_total,shipping_total
289,ORD2024-000289,447,6,24/11/2024 21:58,closed,CAD,38.2,0,2.67,7.99
290,ORD2025-000290,477,1,26/03/2025 20:00,paid,CAD,190.32,0,24.74,0
291,ORD2025-000291,590,1,10/06/2025 12:14,closed,CAD,68.73,0,4.81,0
292,ORD2025-000292,618,3,15/07/2025 04:17,fulfilled,CAD,20.34,0,1.42,7.99
293,ORD2025-000293,462,2,15/02/2025 19:40,fulfilled,CAD,83.43,0,5.84,0
294,ORD2024-000294,238,7,28/12/2024 20:27,fulfilled,CAD,22,0,1.54,7.99
295,ORD2025-000295,59,3,02/07/2025 03:04,paid,CAD,85.74,0,11.14,0
296,ORD2025-000296,700,6,20/03/2025 13:49,paid,CAD,43.41,0,3.04,7.99
297,ORD2024-000297,950,4,14/10/2024 04:32,closed,CAD,71.9,4.39,4.72,19.99
298,ORD2024-000298,617,3,28/12/2024 10:47,paid,CAD,10.6,0,1.38,7.99
299,ORD2025-000299,297,2,13/01/2025 04:34,fulfilled,CAD,123.5,6.17,8.22,0
300,ORD2025-000300,184,1,06/06/2025 11:14,paid,CAD,140.05,2.67,9.62,0
301,ORD2025-000301,954,1,23/03/2025 18:19,fulfilled,CAD,128,9.33,8.3,19.99
302,ORD2024-000302,901,5,19/09/2024 05:16,closed,CAD,342.42,14.9,22.92,0
303,ORD2025-000303,517,7,17/08/2025 17:43,fulfilled,CAD,36.75,0,2.57,7.99
304,ORD2024-000304,510,1,16/09/2024 07:05,paid,CAD,44.56,0,5.79,7.99
305,ORD2025-000305,324,6,28/01/2025 00:01,fulfilled,CAD,91.88,0,11.95,0
306,ORD2025-000306,114,2,29/08/2025 18:14,fulfilled,CAD,43.56,0,5.67,7.99
307,ORD2025-000307,465,1,21/01/2025 10:30,fulfilled,CAD,20.98,0.31,1.45,7.99
308,ORD2024-000308,186,1,01/12/2024 00:19,paid,CAD,12.08,0,1.57,7.99
309,ORD2025-000309,413,2,19/08/2025 16:20,paid,CAD,68.39,0,8.89,0
310,ORD2025-000310,523,2,05/01/2025 00:54,closed,CAD,72.6,0,5.08,0
311,ORD2024-000311,362,1,29/12/2024 16:38,closed,CAD,19.28,0,2.51,7.99
312,ORD2025-000312,850,3,24/08/2025 16:31,closed,CAD,3.77,0,0.26,7.99
313,ORD2025-000313,195,4,19/03/2025 18:56,paid,CAD,187.59,0,24.39,0
314,ORD2025-000314,479,2,17/05/2025 01:46,fulfilled,CAD,107.81,0,14.02,0
315,ORD2025-000315,673,6,08/01/2025 08:02,fulfilled,CAD,36.87,0,4.79,7.99
316,ORD2024-000316,738,4,19/11/2024 21:43,paid,CAD,86.96,0,6.09,0
317,ORD2024-000317,296,1,22/11/2024 10:32,paid,CAD,49.56,0,6.44,7.99
318,ORD2024-000318,631,1,23/12/2024 00:28,fulfilled,CAD,20.46,0,1.43,7.99
319,ORD2024-000319,441,1,27/12/2024 22:19,fulfilled,CAD,50.34,0,3.53,0
320,ORD2025-000320,822,1,03/08/2025 16:44,fulfilled,CAD,108.62,0,14.12,0
321,ORD2024-000321,215,1,19/11/2024 07:19,fulfilled,CAD,18.04,0,1.26,7.99
322,ORD2025-000322,811,1,29/04/2025 23:02,paid,CAD,43.5,2.18,2.89,7.99
323,ORD2024-000323,83,3,25/10/2024 16:30,paid,CAD,65.41,0,4.57,0
324,ORD2025-000324,604,1,05/06/2025 11:10,fulfilled,CAD,8.64,0,1.12,7.99
325,ORD2025-000325,109,3,11/08/2025 18:15,fulfilled,CAD,44.74,0,3.14,7.99
326,ORD2024-000326,991,1,17/09/2024 20:22,fulfilled,CAD,288.96,0,37.56,0
327,ORD2025-000327,689,1,20/01/2025 09:00,fulfilled,CAD,82.79,0.72,5.75,0
328,ORD2024-000328,341,1,08/11/2024 07:02,closed,CAD,131.51,1.78,9.08,0
329,ORD2024-000329,859,4,23/12/2024 01:42,fulfilled,CAD,422.42,32.97,50.63,0
330,ORD2024-000330,915,2,28/09/2024 06:07,closed,CAD,337.28,15.94,22.5,0
331,ORD2024-000331,493,1,25/10/2024 18:14,fulfilled,CAD,60.6,0,7.88,0
332,ORD2025-000332,144,6,04/05/2025 19:17,paid,CAD,65.13,0,8.47,0
333,ORD2024-000333,809,6,01/11/2024 18:07,paid,CAD,7.35,0,0.51,7.99
334,ORD2024-000334,835,2,21/10/2024 04:01,closed,CAD,21.84,0,2.84,7.99
335,ORD2025-000335,9,3,16/04/2025 05:57,paid,CAD,70.25,0,9.14,0
336,ORD2025-000336,971,2,03/09/2025 06:17,fulfilled,CAD,157.62,8.43,10.44,19.99
337,ORD2025-000337,152,4,30/08/2025 05:06,paid,CAD,8.14,0,1.06,7.99
338,ORD2025-000338,970,1,01/07/2025 19:11,fulfilled,CAD,267.76,21.37,32.03,19.99
339,ORD2024-000339,932,1,23/12/2024 00:09,closed,CAD,323.98,13.93,21.71,0
340,ORD2024-000340,449,3,30/10/2024 20:30,closed,CAD,61.66,1.1,7.87,0
341,ORD2025-000341,131,5,03/06/2025 14:29,fulfilled,CAD,77.35,2.64,5.23,0
342,ORD2025-000342,611,2,11/01/2025 02:43,fulfilled,CAD,14.34,0.72,1.77,7.99
343,ORD2025-000343,940,6,18/02/2025 05:35,paid,CAD,219.98,20.5,13.97,19.99
344,ORD2024-000344,678,4,26/10/2024 10:13,fulfilled,CAD,35.8,1.79,2.38,7.99
345,ORD2025-000345,599,2,10/07/2025 21:36,paid,CAD,47.18,0,3.31,7.99
346,ORD2024-000346,924,1,24/10/2024 17:21,fulfilled,CAD,114.78,7.27,13.98,19.99
347,ORD2025-000347,534,2,01/07/2025 16:56,paid,CAD,54.38,0,7.07,0
348,ORD2025-000348,161,1,01/04/2025 22:23,closed,CAD,194.14,6.82,24.35,0
349,ORD2024-000349,670,2,22/12/2024 09:56,paid,CAD,116.66,4.59,14.57,0
350,ORD2025-000350,520,5,05/09/2025 07:50,cancelled,CAD,41.04,0,5.33,7.99
351,ORD2024-000351,386,1,12/09/2024 00:34,paid,CAD,62.88,0,4.41,0
352,ORD2025-000352,161,1,19/03/2025 04:56,paid,CAD,52.92,0,6.88,0
353,ORD2024-000353,11,3,02/11/2024 08:48,fulfilled,CAD,83.64,0,10.87,0
354,ORD2025-000354,674,2,15/01/2025 22:37,fulfilled,CAD,25.19,0.68,3.18,7.99
355,ORD2024-000355,842,2,29/10/2024 18:09,closed,CAD,52.2,0,6.79,0
356,ORD2024-000356,749,2,09/10/2024 19:26,paid,CAD,57,2.85,3.79,0
357,ORD2025-000357,125,2,07/04/2025 17:23,closed,CAD,18.3,0,1.28,7.99
358,ORD2025-000358,237,1,24/08/2025 00:11,fulfilled,CAD,77.52,0,5.43,0
359,ORD2025-000359,212,7,29/01/2025 09:12,fulfilled,CAD,47.25,0.34,3.29,7.99
360,ORD2025-000360,688,4,18/03/2025 00:49,fulfilled,CAD,61.13,1.44,7.76,0
361,ORD2025-000361,684,5,06/02/2025 18:29,fulfilled,CAD,35.4,0,2.48,7.99
362,ORD2025-000362,885,3,14/08/2025 08:47,paid,CAD,219.08,27.43,24.92,19.99
363,ORD2025-000363,738,1,03/03/2025 17:14,paid,CAD,26.71,0.53,1.83,7.99
364,ORD2024-000364,960,4,21/09/2024 21:37,fulfilled,CAD,432.78,43.29,50.63,0
365,ORD2024-000365,73,5,13/09/2024 08:21,fulfilled,CAD,16.02,0,1.12,7.99
366,ORD2024-000366,195,7,17/09/2024 16:29,fulfilled,CAD,127.02,0,16.51,0
367,ORD2025-000367,884,1,16/04/2025 14:31,fulfilled,CAD,309.34,21.55,20.14,0
368,ORD2025-000368,294,1,19/02/2025 06:28,fulfilled,CAD,16.53,0,2.15,7.99
369,ORD2024-000369,320,1,21/09/2024 09:03,fulfilled,CAD,14.04,0,0.98,7.99
370,ORD2025-000370,779,1,23/07/2025 15:10,fulfilled,CAD,161.6,0,11.31,0
371,ORD2025-000371,96,3,22/05/2025 23:38,fulfilled,CAD,31.77,0,2.22,7.99
372,ORD2025-000372,212,1,15/05/2025 20:38,paid,CAD,10.62,0,0.74,7.99
373,ORD2025-000373,323,1,13/02/2025 05:33,fulfilled,CAD,28.29,1.13,3.53,7.99
374,ORD2025-000374,223,1,27/02/2025 07:37,closed,CAD,51.94,0,6.75,0
375,ORD2024-000375,151,1,24/11/2024 00:58,closed,CAD,21,0,2.73,7.99
376,ORD2025-000376,412,1,15/02/2025 19:15,closed,CAD,35.47,0,4.61,7.99
377,ORD2024-000377,559,6,30/09/2024 20:14,fulfilled,CAD,144.84,0,18.83,0
378,ORD2025-000378,918,1,27/07/2025 14:58,paid,CAD,128.64,7.86,8.46,19.99
379,ORD2024-000379,644,1,17/10/2024 19:59,closed,CAD,24.12,0,1.69,7.99
380,ORD2025-000380,686,1,30/03/2025 06:33,paid,CAD,46.41,0.72,3.19,7.99
381,ORD2024-000381,813,1,19/11/2024 17:51,fulfilled,CAD,76.3,0.95,5.28,0
382,ORD2024-000382,762,1,29/10/2024 12:06,fulfilled,CAD,73.1,1.81,4.99,0
383,ORD2025-000383,320,1,21/07/2025 02:31,closed,CAD,68.6,0,4.8,0
384,ORD2024-000384,709,3,07/11/2024 14:31,closed,CAD,28.82,1.06,3.61,7.99
385,ORD2025-000385,216,1,25/03/2025 18:14,paid,CAD,29.76,0,3.87,7.99
386,ORD2024-000386,206,4,31/10/2024 01:30,paid,CAD,108.45,0,14.1,0
387,ORD2025-000387,538,3,07/08/2025 05:53,cancelled,CAD,6.05,0.3,0.75,7.99
388,ORD2025-000388,630,1,23/01/2025 09:06,closed,CAD,44.52,0,5.79,7.99
389,ORD2025-000389,974,3,08/01/2025 07:41,closed,CAD,567.9,32.28,69.63,0
390,ORD2025-000390,478,5,12/02/2025 01:36,paid,CAD,63.62,0,8.27,0
391,ORD2025-000391,674,1,31/05/2025 23:57,paid,CAD,58,0,7.54,0
392,ORD2024-000392,401,5,09/12/2024 21:17,closed,CAD,41,0,5.33,7.99
393,ORD2025-000393,44,3,21/07/2025 07:08,paid,CAD,21.09,0,2.74,7.99
394,ORD2024-000394,964,2,26/12/2024 22:39,cancelled,CAD,95.58,2.86,6.49,19.99
395,ORD2025-000395,171,4,19/04/2025 17:00,fulfilled,CAD,104.36,0,7.31,0
396,ORD2024-000396,436,1,30/11/2024 15:54,cancelled,CAD,88.55,0,11.51,0
397,ORD2025-000397,980,2,04/09/2025 00:36,fulfilled,CAD,207.1,14.35,25.06,19.99
398,ORD2024-000398,579,1,14/10/2024 14:31,closed,CAD,161.52,0,21,0
399,ORD2025-000399,698,1,17/06/2025 15:43,fulfilled,CAD,39.42,0,2.76,7.99
400,ORD2025-000400,92,1,18/03/2025 23:35,closed,CAD,42.96,2.15,2.86,7.99
401,ORD2025-000401,607,1,01/06/2025 18:57,closed,CAD,28.68,0.72,1.96,7.99
402,ORD2024-000402,367,5,31/10/2024 19:58,paid,CAD,39.12,0,2.74,7.99
403,ORD2025-000403,416,1,23/04/2025 14:43,closed,CAD,27.48,1.37,3.39,7.99
404,ORD2025-000404,611,2,27/03/2025 13:31,paid,CAD,153.55,0,19.96,0
405,ORD2025-000405,866,3,27/02/2025 04:14,fulfilled,CAD,480.24,30.76,31.46,0
406,ORD2025-000406,149,1,02/02/2025 23:51,paid,CAD,43.2,0,5.62,7.99
407,ORD2025-000407,885,2,12/06/2025 13:31,closed,CAD,46.44,1.21,5.88,19.99
408,ORD2025-000408,850,1,25/03/2025 23:29,fulfilled,CAD,11,0,0.77,7.99
409,ORD2024-000409,843,1,17/10/2024 23:39,fulfilled,CAD,33.33,0,2.33,7.99
410,ORD2025-000410,599,1,20/01/2025 09:58,paid,CAD,32.67,0,2.29,7.99
411,ORD2025-000411,986,7,09/09/2025 16:18,closed,CAD,138.48,12.07,16.44,19.99
412,ORD2025-000412,940,1,14/04/2025 12:14,fulfilled,CAD,182,23.7,11.09,19.99
413,ORD2025-000413,73,1,14/06/2025 06:47,fulfilled,CAD,70.8,0,4.96,0
414,ORD2025-000414,861,1,06/03/2025 17:20,paid,CAD,147.76,0,10.34,19.99
415,ORD2025-000415,952,3,31/05/2025 12:29,closed,CAD,229.32,3.32,29.38,19.99
416,ORD2025-000416,798,2,03/06/2025 19:01,fulfilled,CAD,58.28,0,7.58,0
417,ORD2025-000417,559,4,31/07/2025 06:36,paid,CAD,43.2,1.32,5.44,7.99
418,ORD2025-000418,912,2,14/05/2025 10:53,fulfilled,CAD,125.06,0.97,16.14,19.99
419,ORD2025-000419,265,1,23/08/2025 03:35,fulfilled,CAD,29.05,0,2.03,7.99
420,ORD2025-000420,103,4,13/08/2025 13:22,fulfilled,CAD,135.5,0,9.49,0
421,ORD2025-000421,225,2,29/08/2025 20:08,paid,CAD,14.34,0,1,7.99
422,ORD2025-000422,777,6,20/07/2025 23:20,closed,CAD,67.4,0,8.76,0
423,ORD2025-000423,478,4,28/01/2025 17:10,paid,CAD,38.76,0,5.04,7.99
424,ORD2025-000424,246,6,15/04/2025 02:34,fulfilled,CAD,101.28,0,13.16,0
425,ORD2025-000425,906,5,09/03/2025 01:54,fulfilled,CAD,103.56,0,13.46,19.99
426,ORD2025-000426,617,2,23/07/2025 09:06,closed,CAD,49,0,6.37,7.99
427,ORD2024-000427,597,6,19/10/2024 00:23,closed,CAD,94.96,0,6.64,0
428,ORD2024-000428,586,2,21/09/2024 17:37,fulfilled,CAD,161.28,0,20.97,0
429,ORD2025-000429,340,1,22/02/2025 21:21,fulfilled,CAD,82.91,0,5.8,0
430,ORD2025-000430,978,4,07/08/2025 05:34,paid,CAD,156.54,11.12,10.18,19.99
431,ORD2025-000431,820,1,26/04/2025 20:48,fulfilled,CAD,35.6,0,2.49,7.99
432,ORD2025-000432,141,1,01/01/2025 10:24,closed,CAD,38.2,0,4.97,7.99
433,ORD2025-000433,614,1,15/07/2025 08:41,paid,CAD,24.56,0,1.72,7.99
434,ORD2025-000434,970,2,28/07/2025 12:42,closed,CAD,471.86,3.7,60.86,0
435,ORD2025-000435,107,4,18/06/2025 11:12,paid,CAD,144.16,0,18.74,0
436,ORD2024-000436,337,1,15/10/2024 23:44,paid,CAD,173.36,7.23,11.63,0
437,ORD2025-000437,220,1,20/08/2025 03:59,paid,CAD,4.56,0,0.59,7.99
438,ORD2025-000438,847,2,21/05/2025 11:07,fulfilled,CAD,27.28,0,3.55,7.99
439,ORD2025-000439,841,1,23/02/2025 07:00,paid,CAD,11.38,0,1.48,7.99
440,ORD2025-000440,576,3,02/02/2025 14:55,paid,CAD,70.44,0,9.16,0
441,ORD2024-000441,585,1,30/09/2024 15:08,fulfilled,CAD,135.23,0,9.47,0
442,ORD2025-000442,791,1,06/09/2025 15:38,fulfilled,CAD,21.26,0,1.49,7.99
443,ORD2025-000443,989,2,17/06/2025 20:46,closed,CAD,163.38,24.51,18.05,19.99
444,ORD2025-000444,532,3,07/04/2025 07:54,fulfilled,CAD,97.26,0,12.64,0
445,ORD2025-000445,308,4,13/02/2025 05:23,paid,CAD,107.02,0,13.91,0
446,ORD2025-000446,898,1,06/06/2025 17:14,fulfilled,CAD,197.56,0,13.83,19.99
447,ORD2024-000447,132,2,03/12/2024 10:13,closed,CAD,19,0,2.47,7.99
448,ORD2025-000448,396,1,19/03/2025 23:32,fulfilled,CAD,37.2,0,2.6,7.99
449,ORD2025-000449,824,7,08/09/2025 22:50,paid,CAD,111.03,2.89,14.06,0
450,ORD2024-000450,838,1,10/12/2024 01:51,closed,CAD,62.76,0,4.4,0
451,ORD2025-000451,731,1,17/04/2025 21:45,closed,CAD,43.05,0,3.01,7.99
452,ORD2025-000452,143,4,09/07/2025 09:31,fulfilled,CAD,50.97,2.18,6.35,7.99
453,ORD2024-000453,488,1,27/11/2024 01:54,paid,CAD,14.58,0,1.02,7.99
454,ORD2025-000454,574,3,28/03/2025 21:06,paid,CAD,38.74,0,2.71,7.99
455,ORD2025-000455,944,7,22/03/2025 17:05,fulfilled,CAD,221,6.27,15.03,19.99
456,ORD2025-000456,904,6,29/06/2025 16:07,closed,CAD,243.4,23.25,15.41,19.99
457,ORD2025-000457,694,2,21/01/2025 22:51,fulfilled,CAD,104.66,0,13.61,0
458,ORD2024-000458,754,2,28/11/2024 15:02,cancelled,CAD,122.4,0,15.92,0
459,ORD2025-000459,96,3,25/07/2025 23:45,paid,CAD,192.17,0,13.45,0
460,ORD2025-000460,551,7,13/06/2025 02:30,fulfilled,CAD,4.08,0,0.53,7.99
461,ORD2024-000461,21,1,06/12/2024 02:12,paid,CAD,48.38,0,6.29,7.99
462,ORD2024-000462,532,1,08/12/2024 19:10,closed,CAD,9.7,0,1.26,7.99
463,ORD2025-000463,793,1,18/03/2025 02:11,paid,CAD,43.08,0,3.02,7.99
464,ORD2025-000464,926,4,27/03/2025 01:55,closed,CAD,494.94,1.85,34.51,0
465,ORD2024-000465,864,1,09/12/2024 02:46,closed,CAD,116.16,1.57,8.02,19.99
466,ORD2025-000466,72,3,15/04/2025 05:41,fulfilled,CAD,49.08,0,6.38,7.99
467,ORD2025-000467,773,6,17/01/2025 04:20,closed,CAD,105.29,0,13.69,0
468,ORD2025-000468,42,1,03/06/2025 01:51,paid,CAD,24,0,1.68,7.99
469,ORD2025-000469,749,2,16/08/2025 08:19,fulfilled,CAD,123.28,1.84,8.5,0
470,ORD2024-000470,634,2,28/09/2024 03:50,paid,CAD,29.95,0.53,2.06,7.99
471,ORD2025-000471,637,6,27/08/2025 12:20,closed,CAD,58.4,1.11,4.01,0
472,ORD2024-000472,58,1,01/10/2024 02:09,fulfilled,CAD,25.15,0,1.76,7.99
473,ORD2025-000473,251,2,15/05/2025 07:35,closed,CAD,86.76,4.34,10.71,0
474,ORD2025-000474,107,4,01/04/2025 08:24,paid,CAD,51.85,0,6.74,0
475,ORD2025-000475,546,2,16/08/2025 09:16,paid,CAD,33.03,0,2.31,7.99
476,ORD2024-000476,721,2,10/11/2024 20:18,cancelled,CAD,10.64,0,1.38,7.99
477,ORD2024-000477,133,3,27/09/2024 13:24,closed,CAD,38.94,1.6,4.86,7.99
478,ORD2025-000478,392,1,06/06/2025 10:36,closed,CAD,11.73,0,0.82,7.99
479,ORD2024-000479,171,5,18/10/2024 15:36,closed,CAD,47.9,0.9,3.29,7.99
480,ORD2025-000480,589,2,27/01/2025 11:52,paid,CAD,42.95,0.19,5.56,7.99
481,ORD2024-000481,631,2,15/12/2024 15:58,fulfilled,CAD,43.22,0,3.03,7.99
482,ORD2024-000482,3,1,08/10/2024 03:57,fulfilled,CAD,54.97,0.43,3.81,0
483,ORD2025-000483,982,3,22/02/2025 07:40,fulfilled,CAD,170.82,14.34,20.34,19.99
484,ORD2025-000484,835,6,31/08/2025 09:03,cancelled,CAD,25.49,0,3.31,7.99
485,ORD2024-000485,506,4,05/11/2024 13:26,fulfilled,CAD,91.53,0.73,11.8,0
486,ORD2024-000486,299,6,13/11/2024 06:26,closed,CAD,49.38,2.47,6.1,7.99
487,ORD2025-000487,946,1,19/08/2025 09:41,fulfilled,CAD,253.56,19.4,30.44,19.99
488,ORD2025-000488,455,1,12/01/2025 19:24,paid,CAD,45.52,0,5.92,7.99
489,ORD2024-000489,63,5,29/12/2024 23:59,fulfilled,CAD,55.51,0,3.89,0
490,ORD2024-000490,609,6,31/12/2024 23:58,fulfilled,CAD,13.65,0,0.96,7.99
491,ORD2025-000491,448,1,07/04/2025 01:38,closed,CAD,11.73,0,0.82,7.99
492,ORD2025-000492,65,5,25/06/2025 03:05,closed,CAD,28.9,0.49,3.7,7.99
493,ORD2025-000493,609,1,02/09/2025 14:08,paid,CAD,11.55,0,0.81,7.99
494,ORD2025-000494,408,4,20/02/2025 11:58,fulfilled,CAD,12.1,0,0.85,7.99
495,ORD2024-000495,863,2,22/09/2024 01:08,closed,CAD,134.4,10.1,8.7,19.99
496,ORD2024-000496,336,3,22/11/2024 19:26,fulfilled,CAD,72,0,9.36,0
497,ORD2025-000497,670,1,23/07/2025 13:23,fulfilled,CAD,21.36,0,2.78,7.99
498,ORD2024-000498,380,2,13/12/2024 01:27,fulfilled,CAD,12.3,0,0.86,7.99
499,ORD2024-000499,145,1,19/10/2024 15:32,paid,CAD,41.68,0,5.42,7.99
500,ORD2025-000500,936,4,27/03/2025 15:30,closed,CAD,301.26,13.36,20.15,0
501,ORD2025-000501,679,1,18/01/2025 09:17,fulfilled,CAD,87.63,0,6.13,0
502,ORD2024-000502,28,1,20/11/2024 05:32,paid,CAD,61.7,0,4.32,0
503,ORD2025-000503,423,3,23/05/2025 12:11,fulfilled,CAD,11.07,0,0.77,7.99
504,ORD2025-000504,480,1,15/05/2025 21:09,fulfilled,CAD,115.42,0.89,14.89,0
505,ORD2025-000505,441,4,08/09/2025 16:04,fulfilled,CAD,48.71,0,3.4,7.99
506,ORD2025-000506,913,1,29/08/2025 08:22,closed,CAD,213.66,2.87,14.75,19.99
507,ORD2024-000507,846,1,13/10/2024 02:40,paid,CAD,67.78,0.53,4.71,0
508,ORD2024-000508,613,3,16/09/2024 11:43,fulfilled,CAD,16.12,0,1.13,7.99
509,ORD2024-000509,668,2,11/11/2024 15:28,fulfilled,CAD,47.12,0,6.13,7.99
510,ORD2025-000510,671,1,15/04/2025 07:23,paid,CAD,35.3,0,2.47,7.99
511,ORD2025-000511,478,1,28/01/2025 10:20,paid,CAD,83.47,0,10.85,0
512,ORD2025-000512,33,4,01/02/2025 01:55,fulfilled,CAD,58.51,0,7.6,0
513,ORD2025-000513,685,1,16/03/2025 17:12,fulfilled,CAD,132.41,0.61,17.13,0
514,ORD2024-000514,220,1,07/12/2024 18:48,fulfilled,CAD,62.48,0,8.12,0
515,ORD2024-000515,917,1,01/11/2024 11:56,paid,CAD,236.26,0,16.54,19.99
516,ORD2025-000516,412,2,25/07/2025 18:33,closed,CAD,33.15,0,4.31,7.99
517,ORD2025-000517,81,2,17/02/2025 07:42,closed,CAD,57.36,0,7.46,0
518,ORD2025-000518,950,5,10/04/2025 03:51,fulfilled,CAD,222.84,7.88,15.05,19.99
519,ORD2025-000519,258,2,03/03/2025 08:01,fulfilled,CAD,142.8,0,10,0
520,ORD2024-000520,644,1,09/10/2024 03:06,fulfilled,CAD,7.28,0,0.51,7.99
521,ORD2024-000521,910,2,29/10/2024 07:58,paid,CAD,229.84,22.99,14.48,19.99
522,ORD2024-000522,726,6,31/12/2024 12:36,fulfilled,CAD,36.81,0.81,2.52,7.99
523,ORD2025-000523,193,1,25/07/2025 15:54,closed,CAD,6.15,0,0.43,7.99
524,ORD2024-000524,618,2,21/12/2024 07:38,closed,CAD,44.96,1.77,3.02,7.99
525,ORD2025-000525,880,2,15/01/2025 03:01,closed,CAD,282.04,7.05,35.75,0
526,ORD2024-000526,526,1,07/10/2024 16:27,paid,CAD,87.8,0,6.14,0
527,ORD2025-000527,231,1,07/03/2025 23:06,closed,CAD,14.74,0,1.92,7.99
528,ORD2025-000528,536,1,18/08/2025 20:59,fulfilled,CAD,22.28,0,2.9,7.99
529,ORD2025-000529,576,1,28/04/2025 07:27,paid,CAD,69.95,0.19,9.07,0
530,ORD2025-000530,36,1,09/01/2025 23:51,fulfilled,CAD,33.05,0.55,2.28,7.99
531,ORD2025-000531,51,4,03/04/2025 10:04,fulfilled,CAD,4.01,0,0.52,7.99
532,ORD2024-000532,762,4,04/10/2024 00:44,paid,CAD,61.43,0,4.3,0
533,ORD2024-000533,759,2,02/10/2024 13:35,closed,CAD,6.02,0,0.42,7.99
534,ORD2024-000534,523,3,10/11/2024 21:50,paid,CAD,14.37,0.72,0.96,7.99
535,ORD2025-000535,701,4,08/07/2025 09:45,fulfilled,CAD,79.24,0,10.3,0
536,ORD2025-000536,80,1,05/06/2025 17:17,cancelled,CAD,22.07,0,2.87,7.99
537,ORD2024-000537,989,1,23/11/2024 14:13,paid,CAD,97.06,2.85,12.25,19.99
538,ORD2025-000538,534,1,11/05/2025 15:24,paid,CAD,43.1,0,5.6,7.99
539,ORD2024-000539,636,2,18/09/2024 05:30,fulfilled,CAD,6.81,0,0.48,7.99
540,ORD2025-000540,663,3,18/06/2025 12:37,fulfilled,CAD,39.27,0,2.75,7.99
541,ORD2025-000541,405,1,15/08/2025 01:11,cancelled,CAD,57.88,0,4.05,0
542,ORD2025-000542,891,1,06/03/2025 00:39,fulfilled,CAD,78.26,2,5.34,19.99
543,ORD2025-000543,947,4,21/03/2025 17:47,paid,CAD,122.46,7.04,15,19.99
544,ORD2024-000544,508,4,23/11/2024 18:37,closed,CAD,30.23,1.32,2.03,7.99
545,ORD2024-000545,291,1,06/11/2024 07:55,paid,CAD,14.4,0,1.87,7.99
546,ORD2025-000546,519,2,07/08/2025 03:57,closed,CAD,5.35,0,0.7,7.99
547,ORD2025-000547,10,1,24/04/2025 05:06,closed,CAD,77.03,0,10.01,0
548,ORD2025-000548,100,2,02/09/2025 04:51,paid,CAD,31.91,0.88,2.17,7.99
549,ORD2025-000549,252,6,01/02/2025 00:49,fulfilled,CAD,21.21,1.06,2.62,7.99
550,ORD2025-000550,983,1,11/07/2025 00:25,paid,CAD,121.64,5.64,15.09,19.99
551,ORD2024-000551,307,3,01/12/2024 07:43,fulfilled,CAD,16.32,0,1.14,7.99
552,ORD2024-000552,210,5,26/09/2024 17:29,fulfilled,CAD,140.08,0.62,18.13,0
553,ORD2025-000553,736,3,30/03/2025 17:46,paid,CAD,53.69,2.12,6.71,0
554,ORD2025-000554,13,1,16/04/2025 04:13,paid,CAD,19.93,0,2.59,7.99
555,ORD2025-000555,497,1,23/04/2025 21:58,closed,CAD,5.32,0,0.69,7.99
556,ORD2024-000556,969,2,18/11/2024 04:35,closed,CAD,143.2,9.43,17.39,19.99
557,ORD2025-000557,115,4,23/01/2025 12:41,fulfilled,CAD,80.4,1.81,5.5,0
558,ORD2025-000558,367,1,20/05/2025 09:40,cancelled,CAD,89.47,0,6.26,0
559,ORD2025-000559,99,2,19/01/2025 11:36,paid,CAD,71.9,0,9.35,0
560,ORD2024-000560,91,1,09/11/2024 14:31,fulfilled,CAD,122.55,0,8.58,0
561,ORD2024-000561,303,1,05/10/2024 16:57,cancelled,CAD,56.94,0,7.4,0
562,ORD2025-000562,479,1,06/06/2025 06:00,fulfilled,CAD,49.64,0,6.45,7.99
563,ORD2024-000563,994,2,26/09/2024 00:13,closed,CAD,85.04,7.36,10.1,19.99
564,ORD2025-000564,69,1,02/03/2025 23:56,paid,CAD,37.09,0,4.82,7.99
565,ORD2025-000565,658,1,16/03/2025 05:08,paid,CAD,121.1,2.45,8.3,0
566,ORD2024-000566,684,1,25/11/2024 01:07,fulfilled,CAD,16.23,0,1.14,7.99
567,ORD2025-000567,340,1,30/07/2025 19:45,fulfilled,CAD,70.5,0,4.94,0
568,ORD2025-000568,1,3,14/08/2025 10:40,fulfilled,CAD,17.04,0.85,1.13,7.99
569,ORD2025-000569,847,3,14/02/2025 20:51,fulfilled,CAD,61.22,0,7.96,0
570,ORD2025-000570,266,4,04/06/2025 23:42,fulfilled,CAD,53.04,0,6.9,0
571,ORD2025-000571,939,1,22/06/2025 18:26,paid,CAD,191.6,2.4,13.25,19.99
572,ORD2025-000572,392,1,20/03/2025 13:26,paid,CAD,67.75,0,4.74,0
573,ORD2025-000573,425,2,13/07/2025 22:27,paid,CAD,60.58,1.07,7.74,0
574,ORD2025-000574,859,2,23/01/2025 10:09,paid,CAD,401.68,12.62,50.57,0
575,ORD2024-000575,489,6,18/12/2024 16:40,fulfilled,CAD,37.38,0,2.62,7.99
576,ORD2025-000576,773,3,07/09/2025 19:04,closed,CAD,126.88,0,16.49,0
577,ORD2025-000577,935,3,21/05/2025 15:57,fulfilled,CAD,363.88,24.68,23.74,0
578,ORD2025-000578,798,2,22/02/2025 15:19,fulfilled,CAD,14.31,0.72,1.77,7.99
