orderline_id,order_id,variant_id,title_snapshot,quantity,unit_price,line_discount,line_tax
808,376,10,Organic Tampons - Super / 16,4,5.41,0.0,2.81
809,377,22,Wall-Mounted Steel Dispenser - Steel,4,36.21,0.0,18.83
810,378,18,Menstrual Cup - Size L,4,14.33,5.73,3.61
811,378,10,Organic Tampons - Super / 16,8,5.33,2.13,2.84
812,378,8,Organic Tampons - Regular / 16,6,4.78,0.0,2.01
813,379,12,Organic Tampons w/ Applicator - Regular / 16,4,6.03,0.0,1.69
814,380,8,Organic Tampons - Regular / 16,4,4.76,0.0,1.33
815,380,16,Menstrual Cup - Size S,1,14.36,0.72,0.95
816,380,4,Organic Night Pads - Night / 28,1,13.01,0.0,0.91
817,381,11,Organic Tampons - Super / 32,2,9.54,0.95,1.27
818,381,15,Organic Tampons w/ Applicator - Super / 32,4,12.25,0.0,3.43
819,381,6,Organic Panty Liners - Day / 30,2,4.11,0.0,0.58
820,382,22,Wall-Mounted Steel Dispenser - Steel,1,36.11,1.81,2.4
821,382,15,Organic Tampons w/ Applicator - Super / 32,3,12.33,0.0,2.59
822,383,2,Organic Daily Pads - Regular / 40,2,9.64,0.0,1.35
823,383,15,Organic Tampons w/ Applicator - Super / 32,4,12.33,0.0,3.45
824,384,25,Cramp Relief Balm - 30 ml,2,3.85,0.0,1.0
825,384,10,Organic Tampons - Super / 16,4,5.28,1.06,2.61
826,385,3,Organic Night Pads - Night / 14,4,7.44,0.0,3.87
827,386,22,Wall-Mounted Steel Dispenser - Steel,3,36.15,0.0,14.1
828,387,12,Organic Tampons w/ Applicator - Regular / 16,1,6.05,0.3,0.75
829,388,14,Organic Tampons w/ Applicator - Super / 16,4,6.81,0.0,3.54
830,388,9,Organic Tampons - Regular / 32,2,8.64,0.0,2.25
831,389,8,Organic Tampons - Regular / 16,8,4.81,5.77,4.25
832,389,19,Period Underwear - Size S,8,17.63,0.0,18.34
833,389,19,Period Underwear - Size S,10,17.67,26.51,19.52
834,389,20,Period Underwear - Size M,12,17.64,0.0,27.52
835,390,4,Organic Night Pads - Night / 28,4,13.13,0.0,6.83
836,390,13,Organic Tampons w/ Applicator - Regular / 32,1,11.1,0.0,1.44
837,391,17,Menstrual Cup - Size M,4,14.5,0.0,7.54
838,392,5,Organic Postpartum Pads - Postpartum / 20,3,10.8,0.0,4.21
839,392,9,Organic Tampons - Regular / 32,1,8.6,0.0,1.12
840,393,7,Organic Panty Liners - Day / 60,3,7.03,0.0,2.74
841,394,8,Organic Tampons - Regular / 16,8,4.8,0.0,2.69
842,394,2,Organic Daily Pads - Regular / 40,6,9.53,2.86,3.8
843,395,10,Organic Tampons - Super / 16,4,5.45,0.0,1.53
844,395,15,Organic Tampons w/ Applicator - Super / 32,2,12.34,0.0,1.73
845,395,17,Menstrual Cup - Size M,4,14.47,0.0,4.05
846,396,20,Period Underwear - Size M,4,17.72,0.0,9.21
847,396,19,Period Underwear - Size S,1,17.67,0.0,2.3
848,397,4,Organic Night Pads - Night / 28,4,13.09,2.62,6.47
849,397,2,Organic Daily Pads - Regular / 40,8,9.57,0.0,9.95
850,397,4,Organic Night Pads - Night / 28,6,13.03,11.73,8.64
851,398,22,Wall-Mounted Steel Dispenser - Steel,3,36.17,0.0,14.11
852,398,19,Period Underwear - Size S,3,17.67,0.0,6.89
853,399,4,Organic Night Pads - Night / 28,3,13.14,0.0,2.76
854,400,17,Menstrual Cup - Size M,3,14.32,2.15,2.86
855,401,3,Organic Night Pads - Night / 14,1,7.39,0.0,0.52
856,401,8,Organic Tampons - Regular / 16,3,4.82,0.72,0.96
857,401,14,Organic Tampons w/ Applicator - Super / 16,1,6.83,0.0,0.48
858,402,4,Organic Night Pads - Night / 28,3,13.04,0.0,2.74
859,403,14,Organic Tampons w/ Applicator - Super / 16,4,6.87,1.37,3.39
860,404,15,Organic Tampons w/ Applicator - Super / 32,1,12.35,0.0,1.61
861,404,19,Period Underwear - Size S,4,17.68,0.0,9.19
862,404,20,Period Underwear - Size M,4,17.62,0.0,9.16
863,405,16,Menstrual Cup - Size S,6,14.34,8.6,5.42
864,405,20,Period Underwear - Size M,8,17.61,0.0,9.86
865,405,15,Organic Tampons w/ Applicator - Super / 32,12,12.31,22.16,8.79
866,405,21,Period Underwear - Size L,6,17.6,0.0,7.39
867,406,17,Menstrual Cup - Size M,3,14.4,0.0,5.62
868,407,6,Organic Panty Liners - Day / 30,6,4.04,1.21,2.99
869,407,1,Organic Daily Pads - Regular / 20,4,5.55,0.0,2.89
870,408,13,Organic Tampons w/ Applicator - Regular / 32,1,11.0,0.0,0.77
871,409,13,Organic Tampons w/ Applicator - Regular / 32,3,11.11,0.0,2.33
872,410,1,Organic Daily Pads - Regular / 20,3,5.6,0.0,1.18
873,410,10,Organic Tampons - Super / 16,3,5.29,0.0,1.11
874,411,10,Organic Tampons - Super / 16,6,5.42,0.0,4.23
875,411,8,Organic Tampons - Regular / 16,6,4.9,4.41,3.25
876,411,2,Organic Daily Pads - Regular / 40,8,9.57,7.66,8.96
877,412,13,Organic Tampons w/ Applicator - Regular / 32,10,11.0,16.5,6.55
878,412,12,Organic Tampons w/ Applicator - Regular / 16,12,6.0,7.2,4.54
879,413,21,Period Underwear - Size L,4,17.7,0.0,4.96
880,414,14,Organic Tampons w/ Applicator - Super / 16,10,6.92,0.0,4.84
881,414,7,Organic Panty Liners - Day / 60,8,7.0,0.0,3.92
882,414,1,Organic Daily Pads - Regular / 20,4,5.64,0.0,1.58
883,415,13,Organic Tampons w/ Applicator - Regular / 32,6,11.08,3.32,8.21
884,415,19,Period Underwear - Size S,6,17.62,0.0,13.74
885,415,11,Organic Tampons - Super / 32,6,9.52,0.0,7.43
886,416,19,Period Underwear - Size S,3,17.67,0.0,6.89
887,416,10,Organic Tampons - Super / 16,1,5.27,0.0,0.69
888,417,8,Organic Tampons - Regular / 16,2,4.96,0.0,1.29
889,417,14,Organic Tampons w/ Applicator - Super / 16,1,6.94,0.0,0.9
890,417,4,Organic Night Pads - Night / 28,2,13.17,1.32,3.25
891,418,8,Organic Tampons - Regular / 16,4,4.85,0.97,2.4
892,418,19,Period Underwear - Size S,6,17.61,0.0,13.74
893,419,1,Organic Daily Pads - Regular / 20,2,5.64,0.0,0.79
894,419,20,Period Underwear - Size M,1,17.77,0.0,1.24
895,420,18,Menstrual Cup - Size L,3,14.54,0.0,3.05
896,420,14,Organic Tampons w/ Applicator - Super / 16,3,6.84,0.0,1.44
897,420,19,Period Underwear - Size S,4,17.84,0.0,5.0
898,421,17,Menstrual Cup - Size M,1,14.34,0.0,1.0
899,422,2,Organic Daily Pads - Regular / 40,1,9.68,0.0,1.26
900,422,17,Menstrual Cup - Size M,4,14.43,0.0,7.5
901,423,11,Organic Tampons - Super / 32,4,9.69,0.0,5.04
902,424,22,Wall-Mounted Steel Dispenser - Steel,1,36.06,0.0,4.69
903,424,2,Organic Daily Pads - Regular / 40,4,9.74,0.0,5.06
904,424,4,Organic Night Pads - Night / 28,2,13.13,0.0,3.41
905,425,3,Organic Night Pads - Night / 14,10,7.34,0.0,9.54
906,425,3,Organic Night Pads - Night / 14,4,7.54,0.0,3.92
907,426,15,Organic Tampons w/ Applicator - Super / 32,4,12.25,0.0,6.37
908,427,2,Organic Daily Pads - Regular / 40,4,9.57,0.0,2.68
909,427,15,Organic Tampons w/ Applicator - Super / 32,4,12.37,0.0,3.46
910,427,7,Organic Panty Liners - Day / 60,1,7.2,0.0,0.5
911,428,22,Wall-Mounted Steel Dispenser - Steel,3,36.09,0.0,14.08
912,428,20,Period Underwear - Size M,3,17.67,0.0,6.89
913,429,18,Menstrual Cup - Size L,4,14.38,0.0,4.03
914,429,13,Organic Tampons w/ Applicator - Regular / 32,1,11.05,0.0,0.77
915,429,17,Menstrual Cup - Size M,1,14.34,0.0,1.0
916,430,13,Organic Tampons w/ Applicator - Regular / 32,6,11.04,6.62,4.17
917,430,3,Organic Night Pads - Night / 14,6,7.55,0.0,3.17
918,430,3,Organic Night Pads - Night / 14,6,7.5,4.5,2.84
919,431,21,Period Underwear - Size L,2,17.8,0.0,2.49
920,432,2,Organic Daily Pads - Regular / 40,4,9.55,0.0,4.97
921,433,15,Organic Tampons w/ Applicator - Super / 32,2,12.28,0.0,1.72
922,434,12,Organic Tampons w/ Applicator - Regular / 16,6,6.06,0.0,4.73
923,434,15,Organic Tampons w/ Applicator - Super / 32,6,12.34,3.7,9.14
924,434,3,Organic Night Pads - Night / 14,10,7.33,0.0,9.53
925,434,22,Wall-Mounted Steel Dispenser - Steel,8,36.02,0.0,37.46
926,435,22,Wall-Mounted Steel Dispenser - Steel,4,36.04,0.0,18.74
927,436,2,Organic Daily Pads - Regular / 40,3,9.56,0.0,2.01
928,436,22,Wall-Mounted Steel Dispenser - Steel,4,36.17,7.23,9.62
929,437,24,Heat Patches (5-pack) - 5-pack,1,4.56,0.0,0.59
930,438,14,Organic Tampons w/ Applicator - Super / 16,4,6.82,0.0,3.55
931,439,6,Organic Panty Liners - Day / 30,1,4.08,0.0,0.53
932,439,3,Organic Night Pads - Night / 14,1,7.3,0.0,0.95
933,440,19,Period Underwear - Size S,4,17.61,0.0,9.16
934,441,17,Menstrual Cup - Size M,4,14.49,0.0,4.06
935,441,17,Menstrual Cup - Size M,4,14.46,0.0,4.05
936,441,7,Organic Panty Liners - Day / 60,2,7.0,0.0,0.98
937,441,10,Organic Tampons - Super / 16,1,5.43,0.0,0.38
938,442,5,Organic Postpartum Pads - Postpartum / 20,2,10.63,0.0,1.49
939,443,4,Organic Night Pads - Night / 28,8,13.02,15.62,11.51
940,443,14,Organic Tampons w/ Applicator - Super / 16,6,6.83,6.15,4.53
941,443,24,Heat Patches (5-pack) - 5-pack,4,4.56,2.74,2.01
942,444,10,Organic Tampons - Super / 16,2,5.27,0.0,1.37
943,444,23,Plexi Dispenser - Plexi,4,21.68,0.0,11.27
944,445,20,Period Underwear - Size M,2,17.71,0.0,4.6
945,445,21,Period Underwear - Size L,4,17.9,0.0,9.31
946,446,13,Organic Tampons w/ Applicator - Regular / 32,6,11.11,0.0,4.67
947,446,4,Organic Night Pads - Night / 28,10,13.09,0.0,9.16
948,447,11,Organic Tampons - Super / 32,2,9.5,0.0,2.47
949,448,15,Organic Tampons w/ Applicator - Super / 32,3,12.4,0.0,2.6
950,449,2,Organic Daily Pads - Regular / 40,1,9.53,0.0,1.24
951,449,18,Menstrual Cup - Size L,4,14.47,2.89,7.15
952,449,23,Plexi Dispenser - Plexi,2,21.81,0.0,5.67
953,450,10,Organic Tampons - Super / 16,3,5.29,0.0,1.11
954,450,21,Period Underwear - Size L,1,17.79,0.0,1.25
955,450,11,Organic Tampons - Super / 32,3,9.7,0.0,2.04
956,451,16,Menstrual Cup - Size S,1,14.45,0.0,1.01
957,451,17,Menstrual Cup - Size M,2,14.3,0.0,2.0
958,452,23,Plexi Dispenser - Plexi,2,21.85,2.18,5.4
959,452,7,Organic Panty Liners - Day / 60,1,7.27,0.0,0.95
960,453,3,Organic Night Pads - Night / 14,2,7.29,0.0,1.02
961,454,25,Cramp Relief Balm - 30 ml,4,3.79,0.0,1.06
962,454,12,Organic Tampons w/ Applicator - Regular / 16,3,6.09,0.0,1.28
963,454,10,Organic Tampons - Super / 16,1,5.31,0.0,0.37
964,455,4,Organic Night Pads - Night / 28,12,13.18,0.0,11.07
965,455,8,Organic Tampons - Regular / 16,4,4.85,2.91,1.15
966,455,8,Organic Tampons - Regular / 16,4,4.92,0.98,1.31
967,455,25,Cramp Relief Balm - 30 ml,6,3.96,2.38,1.5
968,456,9,Organic Tampons - Regular / 32,6,8.54,0.0,3.59
969,456,12,Organic Tampons w/ Applicator - Regular / 16,4,6.12,0.0,1.71
970,456,11,Organic Tampons - Super / 32,4,9.52,3.81,2.4
971,456,23,Plexi Dispenser - Plexi,6,21.6,19.44,7.71
972,457,18,Menstrual Cup - Size L,3,14.4,0.0,5.62
973,457,4,Organic Night Pads - Night / 28,3,13.1,0.0,5.11
974,457,1,Organic Daily Pads - Regular / 20,4,5.54,0.0,2.88
975,458,1,Organic Daily Pads - Regular / 20,3,5.56,0.0,2.17
976,458,4,Organic Night Pads - Night / 28,3,13.08,0.0,5.1
977,458,14,Organic Tampons w/ Applicator - Super / 16,2,6.75,0.0,1.76
978,458,21,Period Underwear - Size L,3,17.66,0.0,6.89
979,459,22,Wall-Mounted Steel Dispenser - Steel,4,36.08,0.0,10.1
980,459,25,Cramp Relief Balm - 30 ml,4,3.82,0.0,1.07
981,459,24,Heat Patches (5-pack) - 5-pack,4,4.58,0.0,1.28
982,459,8,Organic Tampons - Regular / 16,3,4.75,0.0,1.0
983,460,6,Organic Panty Liners - Day / 30,1,4.08,0.0,0.53
984,461,13,Organic Tampons w/ Applicator - Regular / 32,4,11.09,0.0,5.77
985,461,6,Organic Panty Liners - Day / 30,1,4.02,0.0,0.52
986,462,8,Organic Tampons - Regular / 16,2,4.85,0.0,1.26
987,463,18,Menstrual Cup - Size L,3,14.36,0.0,3.02
988,464,20,Period Underwear - Size M,10,17.8,0.0,12.46
989,464,9,Organic Tampons - Regular / 32,12,8.61,0.0,7.23
990,464,20,Period Underwear - Size M,10,17.66,0.0,12.36
991,464,12,Organic Tampons w/ Applicator - Regular / 16,6,6.17,1.85,2.46
992,465,5,Organic Postpartum Pads - Postpartum / 20,4,10.58,0.0,2.96
993,465,25,Cramp Relief Balm - 30 ml,8,3.92,1.57,2.09
994,465,7,Organic Panty Liners - Day / 60,6,7.08,0.0,2.97
995,466,15,Organic Tampons w/ Applicator - Super / 32,4,12.27,0.0,6.38
996,467,12,Organic Tampons w/ Applicator - Regular / 16,3,6.17,0.0,2.41
997,467,17,Menstrual Cup - Size M,1,14.48,0.0,1.88
998,467,22,Wall-Mounted Steel Dispenser - Steel,2,36.15,0.0,9.4
999,468,12,Organic Tampons w/ Applicator - Regular / 16,4,6.0,0.0,1.68
1000,469,15,Organic Tampons w/ Applicator - Super / 32,3,12.28,1.84,2.45
1001,469,23,Plexi Dispenser - Plexi,4,21.61,0.0,6.05
1002,470,8,Organic Tampons - Regular / 16,1,4.84,0.0,0.34
1003,470,3,Organic Night Pads - Night / 14,2,7.28,0.0,1.02
1004,470,5,Organic Postpartum Pads - Postpartum / 20,1,10.55,0.53,0.7
1005,471,7,Organic Panty Liners - Day / 60,1,7.18,0.0,0.5
1006,471,13,Organic Tampons w/ Applicator - Regular / 32,2,11.07,1.11,1.47
1007,471,3,Organic Night Pads - Night / 14,4,7.27,0.0,2.04
1008,472,3,Organic Night Pads - Night / 14,1,7.38,0.0,0.52
1009,472,21,Period Underwear - Size L,1,17.77,0.0,1.24
1010,473,23,Plexi Dispenser - Plexi,4,21.69,4.34,10.71
1011,474,3,Organic Night Pads - Night / 14,2,7.28,0.0,1.89
1012,474,15,Organic Tampons w/ Applicator - Super / 32,3,12.43,0.0,4.85
1013,475,13,Organic Tampons w/ Applicator - Regular / 32,3,11.01,0.0,2.31
1014,476,10,Organic Tampons - Super / 16,2,5.32,0.0,1.38
1015,477,20,Period Underwear - Size M,1,17.63,0.88,2.18
1016,477,7,Organic Panty Liners - Day / 60,1,7.0,0.0,0.91
1017,477,8,Organic Tampons - Regular / 16,3,4.77,0.72,1.77
1018,478,25,Cramp Relief Balm - 30 ml,3,3.91,0.0,0.82
1019,479,19,Period Underwear - Size S,1,17.9,0.9,1.19
1020,479,3,Organic Night Pads - Night / 14,4,7.5,0.0,2.1
1021,480,25,Cramp Relief Balm - 30 ml,1,3.83,0.19,0.47
1022,480,4,Organic Night Pads - Night / 28,3,13.04,0.0,5.09
1023,481,7,Organic Panty Liners - Day / 60,3,7.04,0.0,1.48
1024,481,13,Organic Tampons w/ Applicator - Regular / 32,2,11.05,0.0,1.55
1025,482,3,Organic Night Pads - Night / 14,1,7.41,0.0,0.52
1026,482,4,Organic Night Pads - Night / 28,3,13.02,0.0,2.73
1027,482,9,Organic Tampons - Regular / 32,1,8.5,0.43,0.56
1028,483,16,Menstrual Cup - Size S,10,14.34,14.34,16.78
1029,483,24,Heat Patches (5-pack) - 5-pack,6,4.57,0.0,3.56
1030,484,1,Organic Daily Pads - Regular / 20,1,5.65,0.0,0.73
1031,484,8,Organic Tampons - Regular / 16,4,4.96,0.0,2.58
1032,485,15,Organic Tampons w/ Applicator - Super / 32,3,12.25,0.0,4.78
1033,485,9,Organic Tampons - Regular / 32,1,8.57,0.0,1.11
1034,485,5,Organic Postpartum Pads - Postpartum / 20,3,10.54,0.0,4.11
1035,485,16,Menstrual Cup - Size S,1,14.59,0.73,1.8
1036,486,15,Organic Tampons w/ Applicator - Super / 32,3,12.5,1.88,4.63
1037,486,25,Cramp Relief Balm - 30 ml,3,3.96,0.59,1.47
1038,487,23,Plexi Dispenser - Plexi,6,21.62,6.49,16.02
1039,487,24,Heat Patches (5-pack) - 5-pack,4,4.64,0.0,2.41
1040,487,18,Menstrual Cup - Size L,6,14.34,12.91,9.51
1041,487,8,Organic Tampons - Regular / 16,4,4.81,0.0,2.5
1042,488,1,Organic Daily Pads - Regular / 20,3,5.62,0.0,2.19
1043,488,17,Menstrual Cup - Size M,2,14.33,0.0,3.73
1044,489,2,Organic Daily Pads - Regular / 40,4,9.7,0.0,2.72
1045,489,1,Organic Daily Pads - Regular / 20,3,5.57,0.0,1.17
1046,490,11,Organic Tampons - Super / 32,1,9.51,0.0,0.67
1047,490,6,Organic Panty Liners - Day / 30,1,4.14,0.0,0.29
1048,491,25,Cramp Relief Balm - 30 ml,3,3.91,0.0,0.82
1049,492,2,Organic Daily Pads - Regular / 40,1,9.76,0.49,1.21
1050,492,2,Organic Daily Pads - Regular / 40,2,9.57,0.0,2.49
1051,493,25,Cramp Relief Balm - 30 ml,3,3.85,0.0,0.81
1052,494,12,Organic Tampons w/ Applicator - Regular / 16,2,6.05,0.0,0.85
1053,495,25,Cramp Relief Balm - 30 ml,4,3.78,1.51,0.95
1054,495,1,Organic Daily Pads - Regular / 20,6,5.57,0.0,2.34
1055,495,18,Menstrual Cup - Size L,6,14.31,8.59,5.41
1056,496,22,Wall-Mounted Steel Dispenser - Steel,2,36.0,0.0,9.36
1057,497,7,Organic Panty Liners - Day / 60,3,7.12,0.0,2.78
1058,498,15,Organic Tampons w/ Applicator - Super / 32,1,12.3,0.0,0.86
1059,499,9,Organic Tampons - Regular / 32,2,8.51,0.0,2.21
1060,499,15,Organic Tampons w/ Applicator - Super / 32,2,12.33,0.0,3.21
1061,500,13,Organic Tampons w/ Applicator - Regular / 32,12,11.13,13.36,8.41
1062,500,5,Organic Postpartum Pads - Postpartum / 20,10,10.76,0.0,7.53
1063,500,12,Organic Tampons w/ Applicator - Regular / 16,10,6.01,0.0,4.21
1064,501,19,Period Underwear - Size S,3,17.68,0.0,3.71
1065,501,7,Organic Panty Liners - Day / 60,4,7.1,0.0,1.99
1066,501,12,Organic Tampons w/ Applicator - Regular / 16,1,6.19,0.0,0.43
1067,502,16,Menstrual Cup - Size S,2,14.49,0.0,2.03
1068,502,2,Organic Daily Pads - Regular / 40,2,9.52,0.0,1.33
1069,502,24,Heat Patches (5-pack) - 5-pack,3,4.56,0.0,0.96
1070,503,13,Organic Tampons w/ Applicator - Regular / 32,1,11.07,0.0,0.77
1071,504,16,Menstrual Cup - Size S,4,14.4,0.0,7.49
1072,504,25,Cramp Relief Balm - 30 ml,4,3.88,0.0,2.02
1073,504,19,Period Underwear - Size S,1,17.74,0.89,2.19
1074,504,12,Organic Tampons w/ Applicator - Regular / 16,4,6.14,0.0,3.19
1075,505,4,Organic Night Pads - Night / 28,3,13.07,0.0,2.74
1076,505,2,Organic Daily Pads - Regular / 40,1,9.5,0.0,0.66
1077,506,16,Menstrual Cup - Size S,6,14.45,0.0,6.07
1078,506,9,Organic Tampons - Regular / 32,8,8.7,0.0,4.87
1079,506,16,Menstrual Cup - Size S,4,14.34,2.87,3.81
1080,507,9,Organic Tampons - Regular / 32,3,8.51,0.0,1.79
1081,507,5,Organic Postpartum Pads - Postpartum / 20,3,10.53,0.0,2.21
1082,507,10,Organic Tampons - Super / 16,2,5.33,0.53,0.71
1083,508,6,Organic Panty Liners - Day / 30,1,4.1,0.0,0.29
1084,508,12,Organic Tampons w/ Applicator - Regular / 16,2,6.01,0.0,0.84
1085,509,11,Organic Tampons - Super / 32,2,9.5,0.0,2.47
1086,509,7,Organic Panty Liners - Day / 60,4,7.03,0.0,3.66
1087,510,20,Period Underwear - Size M,2,17.65,0.0,2.47
1088,511,13,Organic Tampons w/ Applicator - Regular / 32,1,11.11,0.0,1.44
1089,511,22,Wall-Mounted Steel Dispenser - Steel,2,36.18,0.0,9.41
1090,512,3,Organic Night Pads - Night / 14,2,7.43,0.0,1.93
1091,512,18,Menstrual Cup - Size L,3,14.55,0.0,5.67
1092,513,6,Organic Panty Liners - Day / 30,3,4.07,0.61,1.51
1093,513,15,Organic Tampons w/ Applicator - Super / 32,4,12.31,0.0,6.4
1094,513,20,Period Underwear - Size M,4,17.74,0.0,9.22
1095,514,4,Organic Night Pads - Night / 28,2,13.19,0.0,3.43
1096,514,22,Wall-Mounted Steel Dispenser - Steel,1,36.1,0.0,4.69
1097,515,19,Period Underwear - Size S,6,17.78,0.0,7.47
1098,515,17,Menstrual Cup - Size M,6,14.45,0.0,6.07
1099,515,10,Organic Tampons - Super / 16,8,5.36,0.0,3.0
1100,516,13,Organic Tampons w/ Applicator - Regular / 32,3,11.05,0.0,4.31
1101,517,17,Menstrual Cup - Size M,4,14.34,0.0,7.46
1102,518,16,Menstrual Cup - Size S,10,14.4,0.0,10.08
1103,518,4,Organic Night Pads - Night / 28,6,13.14,7.88,4.97
1104,519,22,Wall-Mounted Steel Dispenser - Steel,2,36.0,0.0,5.04
1105,519,21,Period Underwear - Size L,4,17.7,0.0,4.96
1106,520,3,Organic Night Pads - Night / 14,1,7.28,0.0,0.51
1107,521,17,Menstrual Cup - Size M,8,14.37,11.5,7.24
1108,521,2,Organic Daily Pads - Regular / 40,8,9.6,7.68,4.84
1109,521,2,Organic Daily Pads - Regular / 40,4,9.52,3.81,2.4
1110,522,12,Organic Tampons w/ Applicator - Regular / 16,1,6.15,0.0,0.43
1111,522,10,Organic Tampons - Super / 16,3,5.41,0.81,1.08
1112,522,17,Menstrual Cup - Size M,1,14.43,0.0,1.01
1113,523,12,Organic Tampons w/ Applicator - Regular / 16,1,6.15,0.0,0.43
1114,524,20,Period Underwear - Size M,2,17.7,1.77,2.35
1115,524,2,Organic Daily Pads - Regular / 40,1,9.56,0.0,0.67
1116,525,19,Period Underwear - Size S,12,17.63,0.0,27.5
1117,525,19,Period Underwear - Size S,4,17.62,7.05,8.25
1118,526,20,Period Underwear - Size M,2,17.8,0.0,2.49
1119,526,4,Organic Night Pads - Night / 28,4,13.05,0.0,3.65
1120,527,3,Organic Night Pads - Night / 14,2,7.37,0.0,1.92
1121,528,1,Organic Daily Pads - Regular / 20,4,5.57,0.0,2.9
1122,529,16,Menstrual Cup - Size S,4,14.48,0.0,7.53
1123,529,6,Organic Panty Liners - Day / 30,2,4.07,0.0,1.06
1124,529,25,Cramp Relief Balm - 30 ml,1,3.89,0.19,0.48
1125,530,1,Organic Daily Pads - Regular / 20,4,5.5,0.0,1.54
1126,530,13,Organic Tampons w/ Applicator - Regular / 32,1,11.05,0.55,0.74
1127,531,6,Organic Panty Liners - Day / 30,1,4.01,0.0,0.52
1128,532,6,Organic Panty Liners - Day / 30,1,4.05,0.0,0.28
1129,532,11,Organic Tampons - Super / 32,2,9.55,0.0,1.34
1130,532,2,Organic Daily Pads - Regular / 40,4,9.57,0.0,2.68
1131,533,12,Organic Tampons w/ Applicator - Regular / 16,1,6.02,0.0,0.42
1132,534,18,Menstrual Cup - Size L,1,14.37,0.72,0.96
1133,535,12,Organic Tampons w/ Applicator - Regular / 16,4,6.22,0.0,3.23
1134,535,9,Organic Tampons - Regular / 32,4,8.76,0.0,4.56
1135,535,2,Organic Daily Pads - Regular / 40,2,9.66,0.0,2.51
1136,536,9,Organic Tampons - Regular / 32,2,8.61,0.0,2.24
1137,536,8,Organic Tampons - Regular / 16,1,4.85,0.0,0.63
1138,537,4,Organic Night Pads - Night / 28,6,13.01,0.0,10.15
1139,537,8,Organic Tampons - Regular / 16,4,4.75,2.85,2.1
1140,538,19,Period Underwear - Size S,2,17.61,0.0,4.58
1141,538,25,Cramp Relief Balm - 30 ml,2,3.94,0.0,1.02
1142,539,14,Organic Tampons w/ Applicator - Super / 16,1,6.81,0.0,0.48
1143,540,4,Organic Night Pads - Night / 28,3,13.09,0.0,2.75
1144,541,18,Menstrual Cup - Size L,4,14.47,0.0,4.05
1145,542,6,Organic Panty Liners - Day / 30,10,4.01,2.0,2.67
1146,542,8,Organic Tampons - Regular / 16,8,4.77,0.0,2.67
1147,543,10,Organic Tampons - Super / 16,8,5.49,2.2,5.42
1148,543,24,Heat Patches (5-pack) - 5-pack,10,4.63,0.0,6.02
1149,543,6,Organic Panty Liners - Day / 30,8,4.03,4.84,3.56
1150,544,4,Organic Night Pads - Night / 28,2,13.21,1.32,1.76
1151,544,25,Cramp Relief Balm - 30 ml,1,3.81,0.0,0.27
1152,545,18,Menstrual Cup - Size L,1,14.4,0.0,1.87
1153,546,10,Organic Tampons - Super / 16,1,5.35,0.0,0.7
1154,547,7,Organic Panty Liners - Day / 60,1,7.13,0.0,0.93
1155,547,2,Organic Daily Pads - Regular / 40,3,9.7,0.0,3.78
1156,547,12,Organic Tampons w/ Applicator - Regular / 16,4,6.06,0.0,3.15
1157,547,1,Organic Daily Pads - Regular / 20,3,5.52,0.0,2.15
1158,548,16,Menstrual Cup - Size S,1,14.3,0.0,1.0
1159,548,19,Period Underwear - Size S,1,17.61,0.88,1.17
1160,549,7,Organic Panty Liners - Day / 60,3,7.07,1.06,2.62
1161,550,12,Organic Tampons w/ Applicator - Regular / 16,4,6.17,1.23,3.05
1162,550,24,Heat Patches (5-pack) - 5-pack,10,4.52,0.0,5.88
1163,550,1,Organic Daily Pads - Regular / 20,4,5.59,0.0,2.91
1164,550,3,Organic Night Pads - Night / 14,4,7.35,4.41,3.25
1165,551,6,Organic Panty Liners - Day / 30,4,4.08,0.0,1.14
1166,552,22,Wall-Mounted Steel Dispenser - Steel,3,36.0,0.0,14.04
1167,552,2,Organic Daily Pads - Regular / 40,2,9.8,0.0,2.55
1168,552,6,Organic Panty Liners - Day / 30,3,4.16,0.62,1.54
1169,553,25,Cramp Relief Balm - 30 ml,3,3.79,0.0,1.48
1170,553,5,Organic Postpartum Pads - Postpartum / 20,4,10.58,2.12,5.23
1171,554,25,Cramp Relief Balm - 30 ml,4,3.94,0.0,2.05
1172,554,6,Organic Panty Liners - Day / 30,1,4.17,0.0,0.54
1173,555,10,Organic Tampons - Super / 16,1,5.32,0.0,0.69
1174,556,10,Organic Tampons - Super / 16,8,5.25,2.1,5.19
1175,556,24,Heat Patches (5-pack) - 5-pack,10,4.55,4.55,5.32
1176,556,1,Organic Daily Pads - Regular / 20,10,5.57,2.78,6.88
1177,557,22,Wall-Mounted Steel Dispenser - Steel,1,36.24,1.81,2.41
1178,557,13,Organic Tampons w/ Applicator - Regular / 32,4,11.04,0.0,3.09
1179,558,14,Organic Tampons w/ Applicator - Super / 16,3,6.89,0.0,1.45
1180,558,13,Organic Tampons w/ Applicator - Regular / 32,4,11.04,0.0,3.09
1181,558,12,Organic Tampons w/ Applicator - Regular / 16,4,6.16,0.0,1.72
1182,559,18,Menstrual Cup - Size L,1,14.38,0.0,1.87
1183,559,16,Menstrual Cup - Size S,4,14.38,0.0,7.48
1184,560,20,Period Underwear - Size M,4,17.79,0.0,4.98
1185,560,20,Period Underwear - Size M,1,17.69,0.0,1.24
1186,560,9,Organic Tampons - Regular / 32,3,8.52,0.0,1.79
